CD247	P20963	186780	919	05235;04658;05142;04660;04659;04650;05169;05170
EPB41	P11171	130500	2035	x
MAGI1	Q96QZ7	602625	9223	04530;04015;05165;04151
IRX4	P78413	606199	50805	x
NKX2-3	Q8TAU0	606727	159296	x
SRA1	Q9HD15	603819	10011	x
AGPS	O00116	603051	8540	00565;04146;01100
C2orf88	Q9BSF0	615117	84281	x
FANCC	Q00597	613899	2176	03460
UBR7	Q8N806	613816	55148	x
APBB3	O95704	602711	10307	x
PPARGC1B	Q86YN6	608886	133522	04931
CD46	P15529	120920	4179	04610;05162
FLT3	P36888	136351	2322	05221;05230;04640;05202;04014;04010;04151;05200
ADAMTS2	O95450	604539	9509	x
TRIP11	Q15643	604505	9321	x
PAX4	O43316	167413	x	x
SERPING1	P05155	606860	710	05133;04610
FANCM	Q8IYD8	609644	57697	03460
NOD2	Q9HC29	605956	64127	05321;04668;05152;04621
COL6A2	P12110	120240	1292	04512;04974;04510;05165;04151
FGFR4	P22455	134935	2264	04550;04015;04810;04014;04144;04010;04151;05200
BSND	Q8WZ55	606412	7809	x
DNAJB6	O75190	611332	10049	x
THRB	P10828	190160	7068	04919;04080
AP5Z1	O43299	613653	9907	x
COL4A3	Q01955	120070	1285	04512;05222;04974;04933;05146;04926;04510;05165;04151;05200
SMARCB1	Q12824	601607	6598	05225;04714
FOXE3	Q13461	601094	2301	x
CRIM1	Q9NZV1	606189	51232	x
GATA2	P23769	137295	2624	x
BSCL2	Q96G97	606158	26580	x
CYP2B6	P20813	123930	1555	00590;00830;00982;00980;01100
USP24	Q9UPU5	610569	23358	x
DGCR6	Q14129	601279	8214	x
DHRS3	O75911	612830	9249	00830;01100
CPA4	Q9UI42	607635	51200	x
SMIM35	A0A1B0GVV1	x	x	x
ARMC4	Q5T2S8	615408	55130	x
HADH	Q16836	601609	3033	00062;00650;00380;00071;00280;01212;00310;01100
VEGFA	P15692	192240	7422	05219;04370;05211;05212;01521;05323;04933;04066;04926;05418;05167;04510;05205;04015;05163;04014;04010;05206;05165;04151;05200
DNAAF5	Q86Y56	614864	54919	x
CR1	P17927	120620	1378	05144;05134;05140;04610;04640;05152
ZAN	Q9Y493	602372	7455	x
ADAMTSL4	Q6UY14	610113	54507	x
C1orf141	Q5JVX7	x	400757	x
IL1A	P01583	147760	3552	05020;05332;04940;05321;05133;05140;05323;04640;04933;04380;05162;05418;04932;04218;04217;05164;05152;04060;04010
BDNF	P23560	113505	627	05030;04722;05034;05016;04024;04014;04010;04151
GAA	P10253	606800	2548	00052;00500;04142;01100
ZFAT	Q9P243	610931	57623	x
BCO1	Q9HAY6	605748	53630	00830;01100
ACBD5	Q5T8D3	616618	91452	x
EEF2	P13639	130610	1938	04152;04921
CARD11	Q9BXL7	607210	84433	04662;04064;04660
CHI3L1	P36222	601525	1116	x
FANCD2P2	x	x	x	x
HDAC9	Q9UKV0	606543	9734	05034;05203
ATP1B1	P05026	182330	481	04964;04960;04973;04961;04978;04976;04918;04971;04260;04911;04970;04974;04925;04972;04919;04261;04022;04024
ADGRA3	Q8IWK6	612303	166647	x
WDR34	Q96EX3	613363	89891	x
LAMC2	Q13753	150292	3918	04512;05222;05146;05145;04510;05165;04151;05200
SLC25A23	Q9BV35	608746	79085	x
SLC35A2	P78381	314375	7355	x
VCL	P18206	193065	7414	04520;05100;05146;04670;04510;04810;05131
DDX25	Q9UHL0	607663	29118	x
P2RX2	Q9UBL9	600844	22953	04742;04020;04080
MRPS34	P82930	611994	65993	x
NT5C	Q8TCD5	191720	30833	00760;00240;00230;01100
PPHLN1	Q8NEY8	608150	51535	x
HPD	P32754	609695	3242	00130;00360;00350;01100
PLEC	Q15149	601282	5339	x
INMT	O95050	604854	11185	00450;00380;01100
MPG	P29372	156565	4350	03410
SYP	P08247	313475	6855	x
HUWE1	Q7Z6Z7	300697	10075	04120
COL8A2	P25067	120252	1296	x
RERGL	Q9H628	x	79785	x
DDX58	O95786	609631	23586	04623;04622;04064;05162;05160;05161;05164;05169;05168
FNIP1	Q8TF40	610594	96459	04150
MR1	Q95460	600764	3140	x
MGAT4C	Q9UBM8	607385	25834	00513;00510;01100
APLF	Q8IW19	611035	200558	x
CHSY1	Q86X52	608183	22856	00532;01100
DHCR24	Q15392	606418	1718	00100;01100
HCRTR2	O43614	602393	3062	04080
ADCY5	O95622	600293	111	05030;04913;04923;04213;04927;04924;05031;04976;04918;04971;04911;04540;04211;04727;04970;05032;04912;05414;04713;01522;04925;04914;04750;04916;04972;04928;04725;04724;04726;04935;04611;04114;04926;00230;04270;04728;04371;04915;05012;04072;04723;04261;04921;04934;04022;05034;04062;04015;04024;05166;05163;04714;05200;01100
ANO10	Q9NW15	613726	55129	x
ABCA1	O95477	600046	19	04975;02010;04979
PTH	P01270	168450	5741	04961;05323;04928;04080
ZPBP2	Q6X784	608499	124626	x
ING1	Q9UK53	601566	3621	x
RNF213	Q63HN8	613768	57674	x
ABCG8	Q9H221	605460	64241	04975;02010;04979;04976
USP7	Q93009	602519	7874	04068;05169;05203
B3GALNT2	Q8NCR0	610194	148789	00515;01100
GIP	P09681	137240	2695	04911;04024;04080
ACVR1	Q04771	102576	90	04350;05418;04550;04060
RAG1	P15918	179615	5896	05340;04068
ADH1A	P07327	103700	124	00350;00071;00830;00010;00982;00980;05204;01100
DHX36	Q9H2U1	612767	170506	03018
ATXN1	P54253	601556	6310	04330;05017
DLG1	Q12959	601014	1739	04660;04390;04530;05203;05166;05165
DUOXA2	Q1HG44	612772	405753	04918
MAGI2	Q86UL8	606382	9863	04015;04151
KLB	Q86Z14	611135	152831	04714
HCLS1	P14317	601306	3059	05100;04530;05130;05205;05131
C9orf139	Q6ZV77	x	401563	x
RPS6KL1	Q9Y6S9	x	83694	x
ITGA3	P26006	605025	3675	05412;04512;05410;05222;05414;04640;04510;04810;05165;04151;05200
MSH5	O43196	603382	4439	x
ALOX12	P18054	152391	239	01523;00590;04750;04726;01100
ADH7	P40394	600086	131	00350;00071;00830;00010;00982;00980;05204;01100
MED12L	Q86YW9	611318	116931	04919
PCDHA1	Q9Y5I3	606307	56147	x
TNFAIP3	P21580	191163	7128	04657;04064;04668;05162;04217;04621;05169
DDHD1	Q8NEL9	614603	80821	x
TGM5	O43548	603805	9333	x
CSF2RB	P32927	138981	1439	04210;04630;04060;05200
IPP	Q9Y573	147485	3652	x
SMC1A	Q14683	300040	8243	04110;04114
P3H1	Q32P28	610339	64175	x
SLC35A1	P78382	605634	10559	x
SMIM27	A0A1B0GUW7	x	x	x
LRP1	Q07954	107770	4035	04979;05144;05010
RNF6	Q9Y252	604242	6049	x
CNGB1	Q14028	600724	1258	04744;04022;04024;04740
ZNF627	Q7L945	612248	199692	05168
MECP2	P51608	300005	4204	x
TP73	O15350	601990	7161	04115;04722;05162;04390
CD55	P08174	125240	1604	05416;04610;04640
EPAS1	Q99814	603349	2034	05211;05200
HTR1B	P28222	182131	3351	04742;04726;04024;04080
HTT	P42858	613004	3064	05016
GPD1L	Q8N335	611778	23171	00564
CCDC8	Q9H0W5	614145	83987	x
TRPC1	P48995	602343	7220	04929;04972;04724;04726;04360
C7	P10643	217070	730	05020;04610;05322
HTR3E	A5X5Y0	610123	285242	04742;04726
PTRH1	Q86Y79	x	138428	x
SCP2	P22307	184755	6342	00120;01040;01212;03320;04146;01100
ZNF365	Q70YC4	607818	x	x
KDM4C	Q9H3R0	605469	23081	x
EPB42	P16452	177070	2038	x
GC	P02774	139200	2638	x
GPX3	P22352	138321	2878	00480;05014;00590;04918;05016;01100
SIAE	Q9HAT2	610079	54414	x
SLC25A4	P12235	103220	291	05012;04218;04217;04022;05164;04020;05016;05166
CD14	P08571	158120	929	05134;05221;05133;04640;04064;05146;04620;04145;05152;05202;05132;05131;04010
IFT80	Q9P2H3	611177	57560	x
COLQ	Q9Y215	603033	8292	x
ANKK1	Q8NFD2	608774	255239	x
COG5	Q9UP83	606821	10466	x
ADTRP	Q96IZ2	614348	84830	x
TRAF3	Q13114	601896	7187	04622;05222;04657;04064;04620;04668;05162;05160;05161;05164;04621;05167;05169;05203;05165;05168;05200
TRPM4	Q8TD43	606936	54795	04911
CCDC50	Q8IVM0	611051	152137	x
ENO3	P13929	131370	2027	00010;01230;03018;04066;01200;01100
RUNX3	Q13761	600210	864	04658;05169
KALRN	O60229	604605	8997	x
EIF2AK4	Q9P2K8	609280	440275	04140;05162;05160;04141;05168
SCN3A	Q9NY46	182391	6328	04742
RAB3GAP2	Q9H2M9	609275	25782	x
ABO	P16442	110300	28	00601;01100
ARHGEF6	Q15052	300267	9459	05212;04810
KCNT1	Q5JUK3	608167	57582	x
PGAP2	Q9UHJ9	615187	27315	x
UHRF1BP1	Q6BDS2	x	54887	x
SLC45A2	Q9UMX9	606202	51151	x
DPM2	O94777	603564	8818	00563;00510;01100
DOC2A	Q14183	604567	8448	x
MIAT	x	611082	x	x
ATP2B2	Q01814	108733	491	04961;04978;04970;04925;04972;04261;04022;04020;04024
HGSNAT	Q68CP4	610453	138050	00531;04142;01100
PSEN2	P49810	600759	5664	04330;04722;05010
STIL	Q15468	181590	6491	x
IL20RB	Q6UXL0	605621	53833	04061;04630;04060
SLC2A9	Q9NRM0	606142	56606	x
CACNA1C	Q13936	114205	775	04930;04929;04927;04720;04924;05031;05412;04742;04260;04911;04727;05410;04912;05414;04713;04925;04725;04724;04726;04935;04270;04728;04723;04261;04921;04934;04022;05010;04020;04024;04010
EDN2	P20800	131241	1907	04924;04270;04024;04080
DNAAF2	Q9NVR5	612517	55172	x
PIEZO2	Q9H5I5	613629	63895	x
KRT1	P04264	139350	3848	x
BSG	P35613	109480	682	x
A2ML1	A8K2U0	610627	144568	x
GRM6	O15303	604096	2916	04724;04072;04080
GMPPA	Q96IJ6	615495	29926	00051;00520;01100
NOTCH1	P46531	190198	4851	05020;04330;04658;01522;04919;05224;05206;05165;05200
PRDM5	Q9NQX1	614161	11107	x
SCN4B	Q8IWT1	608256	6330	04261
MATN3	O15232	602109	4148	x
EMX2	Q04743	600035	2018	x
VKORC1	Q9BQB6	608547	79001	00130;01100
RYR1	P21817	180901	6261	04730;04713;05017;04371;04921;04020
WT1-AS	Q06250	607899	x	x
DOCK4	Q8N1I0	607679	9732	04015
FGF14	Q92915	601515	2259	05017
PIGN	O95427	606097	23556	00563;01100
SPEF2	Q9C093	610172	79925	x
RALGDS	Q12967	601619	5900	05212;05210;05231;04072;04015;04014;05200
PTK7	Q13308	601890	5754	x
DES	P17661	125660	1674	05412;05410;05414
AXL	P30530	109135	558	01521
ALDH18A1	P54886	138250	5832	00330;01230;01100
LRP6	O75581	603507	4040	04928;05224;05226;04150;04310;05225;05200
ADRB3	P13945	109691	155	04923;04924;04970;04022;04020;04714;04080
RAF1	P04049	164760	5894	05219;05213;04370;04730;04929;05223;04720;05221;04664;05211;05230;04917;05218;05214;05212;05220;01521;04662;04012;05210;04540;05235;04666;04912;05215;01522;05231;04914;04916;04625;04660;04928;04726;04071;04722;04919;04935;04926;04068;04650;04270;04210;04140;04371;04910;04915;04550;05224;04072;05226;04150;04921;05160;04218;04630;05161;04022;05225;05164;05152;04360;05034;05167;04062;04510;05205;04015;05170;04810;05132;04024;05163;04014;04010;05206;05165;04151;05200
HSD3B7	Q9H2F3	607764	80270	00120;01100
KHDC3L	Q587J8	611687	154288	x
MGST1	P10620	138330	4257	00480;00982;01524;00980;00983;05204;05418;05225;05200;01100
SALL1	Q9NSC2	602218	6299	x
TECTA	O75443	602574	7007	x
CBL	P22681	165360	867	05100;05220;04012;04120;04910;05205;04144;05200
ALDH1A2	O94788	603687	8854	00830;01100
DNAJA4	Q8WW22	x	55466	x
SOD2	P04179	147460	6648	04213;04146;04211;04068;05016
ARFGEF2	Q9Y6D5	605371	10564	04144
EIF2AK3	Q9NZJ5	604032	9451	04137;04210;04140;05162;04932;05160;04141;05010;05168
PRAG1	Q86YV5	617344	157285	x
SI	P14410	609845	6476	00052;00500;04973;01100
PIK3R1	P27986	171833	5295	04960;04930;04973;04923;05213;04370;04213;04929;05223;05221;04664;05211;05230;04917;05218;01524;05100;05214;05212;05220;01521;04662;04012;05210;04211;05235;05222;04666;05215;01522;05017;05231;04070;04914;04750;04933;05142;05146;04620;04625;04660;04931;04066;04668;04670;04725;04071;04722;04919;04935;04152;05135;04611;04380;04926;04068;04650;04210;04140;04910;04915;05162;05418;04550;05224;04072;04932;05226;04150;05160;04218;04630;05161;05225;05164;04360;05167;04062;04510;05169;05203;05205;04015;05170;04810;04024;05166;05163;04014;05131;05206;05165;04151;05168;05200
PROKR2	Q8NFJ6	607123	128674	x
OSMR	Q99650	601743	9180	04630;04060;04151
TAF15	Q92804	601574	8148	03022;05202
ERCC2	P18074	126340	2068	03022;03420
ADAMTS13	Q76LX8	604134	11093	x
BBS10	Q8TAM1	610148	79738	x
MRPS31	Q92665	611992	10240	x
PXDN	Q92626	605158	7837	x
SATB2	Q9UPW6	608148	23314	x
HHAT	Q5VTY9	605743	55733	x
NR5A1	Q13285	184757	2516	04927;04934
SCUBE2	Q9NQ36	611747	57758	x
CCDC170	Q8IYT3	x	80129	x
SERPINA10	Q9UK55	605271	51156	x
KIAA0319	Q5VV43	609269	9856	x
LIN28B	Q6ZN17	611044	389421	x
VSX1	Q9NZR4	605020	30813	x
CALCR	P30988	114131	799	04380;04080
KCNJ12	Q14500	602323	3768	04725;04921
SULT4A1	Q9BR01	608359	25830	x
CASC15	x	616610	x	x
JRK	O75564	603210	8629	x
GPR1	P46091	600239	2825	x
APAF1	O14727	602233	317	04215;05014;05134;04115;01524;05222;04210;05162;05012;05160;05161;05164;05010;05152;05016;05169;05168;05200
MKL1	x	x	x	x
CISH	Q9NSE2	602441	1154	04917;04630
FAAH	O00519	602935	2166	04723
TRDN	Q13061	603283	10345	04260;04020
EDNRA	P25101	131243	1909	04924;04270;04022;04020;04024;04080;05200
CYP21A2	P08686	613815	1589	00140;04927;04925;04934;01100
ALDH4A1	P30038	606811	8659	00250;00330;01100
DLG3	Q92796	300189	1741	04390;04530;05165
GSTA1	P08263	138359	2938	00480;00982;01524;00980;00983;05204;05418;05225;05200;01100
DRC1	Q96MC2	615288	92749	x
KDM5C	P41229	314690	8242	x
PMPCA	Q10713	613036	23203	x
TRIL	Q7L0X0	613356	9865	x
FKTN	O75072	607440	2218	00515;01100
LPAR1	Q92633	602282	1902	04540;04072;05130;04015;04810;04080;04151;05200
PTPN21	Q16825	603271	11099	x
MTHFD1L	Q6UB35	611427	25902	00670;01100
LACTB	P83111	608440	114294	x
GABRA4	P48169	137141	2557	05033;04742;04727;05032;04723;04080
ICOS	Q9Y6W8	604558	29851	05340;04672;04660;04514
GSTO1	P78417	605482	9446	00480;00982;01524;00980;00983;05204;05418;05225;05200;01100
SLC12A5	Q9H2X9	606726	57468	04727
ALOX15	P16050	152392	246	00591;04216;00590;04726;04217;01100
FGF20	Q9NP95	605558	26281	05218;05224;05226;04015;04810;04014;04010;04151;05200
CLCNKA	P51800	602024	1187	x
CD177	Q8N6Q3	162860	57126	x
PDE4B	Q07343	600127	5142	05032;04928;00230;04024;01100
FCER1A	P12319	147140	2205	05310;04664;04071;04072
ERBB2	P04626	164870	2064	05219;05213;05223;05230;04520;01524;05212;01521;04012;05215;01522;04066;05224;05226;04530;04020;04510;05205;04010;05206;04151;05200
KIF17	Q9P2E2	605037	57576	x
PIF1	Q9H611	610953	80119	x
KLK15	Q9H2R5	610601	55554	x
ANXA5	P08758	131230	308	x
OSR1	Q8TAX0	608891	130497	x
OPTN	Q96CV9	602432	10133	04137
NDUFB8	O95169	602140	4714	00190;05012;04723;04932;05010;05016;04714;01100
NEXN	Q0ZGT2	613121	91624	x
SLC26A10	Q8NG04	x	65012	x
BBS5	Q8N3I7	603650	129880	x
ARHGEF12	Q9NZN5	604763	23365	04625;05135;04611;04270;05152;04360;05130;05205;04810;05163;05200
CYGB	Q8WWM9	608759	114757	x
PGR	P06401	607311	5241	04914;04114;04915;05224
TUBAL3	A6NHL2	x	79861	04540;04210;04145;04530;05130
MRPS36	P82909	611996	92259	x
FBLN1	P23142	135820	2192	x
BRWD3	Q6RI45	300553	254065	x
ECE1	P42892	600423	1889	x
PRB4	P10163	180990	x	x
TUBGCP6	Q96RT7	610053	85378	x
AVPR2	P30518	300538	554	04962;04072;04080
ERCC1	P07992	126380	2067	03420;03460;01524
OTC	P00480	300461	5009	00220;01230;01100
PRKRA	O75569	603424	8575	x
SMYD4	Q8IYR2	x	114826	x
GRB10	Q13322	601523	2887	04150
ELAC2	Q9BQ52	605367	60528	03013
TRAPPC9	Q96Q05	611966	83696	x
IL6R	P08887	147880	3570	01521;04640;04061;04659;04066;04932;04630;05163;04060;04151;05200
LEPR	P48357	601007	3953	04920;04152;04932;04630;04060;04080
ATP10D	Q9P241	x	57205	x
IL36RN	Q9UBH0	605507	26525	04060
KNL1	Q8NG31	609173	57082	x
ARL11	Q969Q4	609351	115761	x
AHRR	A9YTQ3	606517	57491	x
PZP	P20742	176420	x	x
IL17RD	Q8NFM7	606807	54756	x
PGK1	P00558	311800	5230	00010;01230;04066;01200;01100
AICDA	Q9GZX7	605257	57379	05340;04672
GDF3	Q9NR23	606522	9573	04060
CALR3	Q96L12	611414	125972	x
DNM1L	O00429	603850	10059	04668;04217;04621
GABRG3	Q99928	600233	2567	05033;04727;05032;04723;04080
HOXC13	P31276	142976	3229	x
POGZ	Q7Z3K3	614787	23126	x
HBG2	P69892	142250	3048	x
POR	P16435	124015	5447	x
RB1	P06400	614041	5925	05219;05223;05218;05214;05212;05220;05222;05215;01522;04110;05224;05226;04934;05160;04218;05161;05225;05167;05169;05203;05166;05163;05165;05200
FRMPD4	Q14CM0	300838	9758	x
SREBF2	Q12772	600481	6721	x
ACVR1C	Q8NER5	608981	130399	04350;04550;04060
BHLHE41	Q9C0J9	606200	79365	04710
GAS6	Q14393	600441	2621	01521
CYP2E1	P05181	124040	1571	00591;00140;00590;00982;00980;00983;05204;04932;01100
DYNC1H1	Q14204	600112	1778	04962;04145;05132
EHHADH	Q08426	607037	1962	00650;00410;00640;00380;00071;00280;01212;00310;03320;04146;01200;01100
ABCA7	Q8IZY2	605414	10347	02010
CYP4B1	P13584	124075	1580	x
CRYM	Q14894	123740	1428	x
NFIX	Q14938	164005	4784	x
MYH13	Q9UKX3	603487	8735	04530;05130;05132
CHD1L	Q86WJ1	613039	9557	x
CCPG1	Q9ULG6	611326	9236	x
SLC23A1	Q9UHI7	603790	9963	04977
CERS6	Q6ZMG9	615336	253782	00600;04071;01100
MUT	x	x	x	x
APP	P05067	104760	351	04726;05010
SMAD4	Q13485	600993	4089	04520;05212;05220;05210;04350;04933;04659;04110;04068;04371;04550;05226;04390;04310;05161;05225;05166;05200
PTGDR	Q13258	604687	5729	04080
NRIP1	P48552	602490	8204	x
PLCB1	Q9NQ66	607120	23236	05143;04973;04961;04730;04929;04927;04720;04924;00562;04918;04971;04911;04540;04970;04912;04713;04925;05017;04070;04750;04933;04916;04972;05142;05146;04922;04928;04725;04724;04726;04071;04919;04935;04611;04926;04270;04728;04371;04915;04072;04723;04261;04921;04934;04310;04022;05010;04621;04062;04020;05016;04015;05163;05131;05200;01100
KCNJ5	P48544	600734	3762	04929;05032;04713;04925;04726;04728;04915;04723;04921
BBS1	Q8NFJ9	209901	582	x
VPS35	Q96QK1	601501	55737	04144
FUT8	Q9BYC5	602589	2530	00533;00513;00510;05202;01100
MERTK	Q12866	604705	10461	x
GAL3ST3	Q96A11	608234	89792	x
NPSR1	Q6W5P4	608595	387129	x
KCNIP4	Q6PIL6	608182	80333	x
MADD	Q8WXG6	603584	8567	x
CDK7	P50613	601955	1022	03022;03420;04110
OPHN1	O60890	300127	4983	x
AQP2	P41181	107777	359	04962
IL16	Q14005	603035	3603	04060
STXBP1	P61764	602926	6812	04721
TNFSF15	O95150	604052	9966	04060
NDUFA10	O95299	603835	4705	00190;05012;04723;04932;05010;05016;04714;01100
ACTG1	P63261	102560	71	05110;05416;04520;05100;05412;05410;05414;04670;04919;05135;04611;04210;05418;04145;04921;04390;05225;04530;05164;04510;05130;05205;04015;04810;05132;04714;05131
NEDD4L	Q96PU5	606384	23327	04960;04120;04530;04144
PIK3CD	O00329	602839	5293	04960;04930;04973;04923;05213;04370;04213;04929;05223;05221;04664;05211;05230;04917;05218;01524;05100;00562;05214;05212;05220;01521;04662;04012;05210;04211;05235;05222;04666;05215;01522;05017;05231;04070;04914;04750;04933;05142;05146;04620;04625;04660;04931;04066;04668;04670;04725;04071;04722;04919;04935;04152;05135;04611;04380;04926;04068;04650;04210;04140;04910;04915;05162;05418;04550;05224;04072;04932;05226;04150;05160;04218;04630;05161;05225;05164;04360;05167;04062;04510;05169;05203;05205;04015;05170;04810;04024;05166;05163;04014;05131;05206;05165;04151;05168;05200;01100
BMP4	P12644	112262	652	05217;04350;04919;05418;04550;04390;04060;05200
MYH14	Q7Z406	608568	79784	04530;05130;04810;05132
SH2B3	Q9UQQ2	605093	10019	04722
BRAT1	Q6PJG6	614506	221927	x
DNMT3L	Q9UJW3	606588	29947	x
MSH6	P52701	600678	2956	03430;01524;05210;05200
MED13L	Q71F56	608771	23389	04919
BACH1	O14867	602751	571	x
CATSPER4	Q7RTX7	609121	378807	x
SLC19A3	Q9BZV2	606152	80704	04977
SIGLEC12	Q96PQ1	606094	89858	x
SERPINA3	P01011	107280	12	x
NOS2	P35228	163730	4843	00220;00330;05133;05140;04146;05222;05142;05146;04066;05145;04926;04371;05152;04020;05200;01100
DNAH8	Q96JB1	603337	1769	05016
TPBG	Q13641	190920	7162	x
SLC6A13	Q9NSD5	615097	6540	04721;04727
KRT13	P13646	148065	3860	05150;04915
RBCK1	Q9BYM8	610924	10616	04217;04621;05131
HTR2C	P28335	312861	3358	04540;04750;04726;04020;04080
ABCA13	Q86UQ4	607807	154664	02010
CD4	P01730	186940	920	05340;04612;05235;04658;04640;04660;04659;04514;05170;05166;04060
PPARA	Q07869	170998	5465	04920;03320;04922;04931;04932;05160;04024
TULP1	O00294	602280	7287	x
PANK2	Q9BZ23	606157	80025	00770;01100
IL10RA	Q13651	146933	3587	04061;05145;04630;05152;05163;04060
AKT1	P31749	164730	207	04973;04923;05213;04370;04213;04929;05223;05221;04664;04920;05211;05230;04917;05218;01524;05214;05212;05220;01521;04662;04012;05210;04211;05235;05222;04666;05215;01522;05017;05231;04914;04933;05142;04620;04625;04660;04922;04931;04066;04668;04725;05145;04071;04722;04919;04935;04152;05135;04611;04380;04926;04068;04728;04210;04140;04371;04910;04915;05162;05418;04550;05224;04072;04261;04932;05226;04150;05160;04218;04630;05161;04022;05225;05164;05152;05167;04062;04510;05169;05205;04015;05170;05132;04024;05166;05163;04014;05131;04010;05165;04151;05168;05200
TMPRSS4	Q9NRS4	606565	56649	05164
NDUFAF5	Q5TEU4	612360	79133	04714
GNAS-AS1	x	610540	x	x
MAT1A	Q00266	610550	4143	00270;01230;01100
POMGNT1	Q8WZA1	606822	55624	00515;01100
GEMIN4	P57678	606969	50628	03013
MLXIPL	Q9NP71	605678	51085	04931;04932
COG1	Q8WTW3	606973	9382	x
JMJD1C	Q15652	604503	221037	05202
CRYGEP	x	x	x	x
COL11A1	P12107	120280	1301	04974
FTO	Q9C0B1	610966	79068	x
POLR2F	P61218	604414	5435	03020;04623;05016
COL3A1	P02461	120180	1281	04974;04933;05146;04611;04926
ATP6V0A1	Q93050	192130	535	04966;05110;05120;04721;05323;04142;00190;04145;05152;05165;01100
ALG6	Q9Y672	604566	29929	00510;01100
S100A14	Q9HCY8	607986	57402	x
CNBP	P62633	116955	7555	x
ALDOA	P04075	103850	226	00030;00051;00010;01230;04066;01200;01100
KIR2DL4	Q99706	604945	3805	04612;04650;04218
AIPL1	Q9NZN9	604392	23746	04934
CETP	P11597	118470	1071	04979
PEX19	P40855	600279	5824	04146
GFAP	P14136	137780	2670	04630
IL17RA	Q96F46	605461	23765	04657;04060
USF1	P22415	191523	7391	x
ACTN4	O43707	604638	81	04520;05146;04670;05322;04530;04510;05203;04810;05131
MTMR9	Q96QG7	606260	66036	x
SLC6A11	P48066	607952	6538	04721;04727
CYP11B2	P19099	124080	1585	00140;04925;01100
REEP1	Q9H902	609139	65055	x
