SCP2	P22307	184755	6342	00120;01040;01212;03320;04146;01100
ACLY	P53396	108728	47	00020;01100
TEP1	Q99973	601686	7011	x
HIRA	P54198	600237	7290	x
NR3C2	P08235	600983	4306	04960
PRPF3	O43395	607301	9129	03040
MAOB	P27338	309860	4129	00360;00340;00350;00260;00380;05030;00330;05031;00982;04726;04728;05034;01100
HSPG2	P98160	142461	3339	04512;05161;05205
DNMT3L	Q9UJW3	606588	29947	x
UTS2	O95399	604097	10911	04080
FCAR	P24071	147045	2204	05150;04145
ILDR1	Q86SU0	609739	286676	x
NSD2	O96028	602952	7468	00310;05202;01100
GTF2H1	P32780	189972	2965	03022;03420;05203
TTI2	Q6NXR4	614426	80185	x
NUAK1	O60285	608130	9891	x
TMEM9	Q9P0T7	616877	252839	x
KRTCAP3	Q53RY4	x	200634	x
SLC4A10	Q6U841	605556	57282	x
ZC3H14	Q6PJT7	613279	79882	x
DARS2	Q6PI48	610956	55157	00970
SLC34A1	Q06495	182309	6569	04978;04928
SARDH	Q9UL12	604455	1757	00260;01100
SPC25	Q9HBM1	609395	57405	x
FIP1L1	Q6UN15	607686	81608	03015
TOMM40	O96008	608061	10452	05014
STX16	O14662	603666	8675	04130
SLC19A1	P41440	600424	6573	04977;01523
IGHM	P01871	147020	x	x
USP7	Q93009	602519	7874	04068;05169;05203
GSTP1	P09211	134660	2950	00480;00982;01524;00980;00983;05204;05215;05418;05225;05200;01100
EPHA7	Q15375	602190	2045	04360
CASR	P41180	601199	846	04928;04621
LOXL2	Q9Y4K0	606663	4017	x
CACNA1S	Q13698	114208	779	04929;04927;04924;05412;04260;04911;04727;05410;04912;05414;04925;04725;04726;04935;04270;04723;04261;04921;04934;04022;05010;04020;04024;04010
SEC23A	Q15436	610511	10484	04141
ITPR1	Q14643	147265	3708	04730;04929;04927;04720;04924;04918;04971;04540;04970;04912;04713;04925;05017;04070;04750;04972;04625;04922;04928;04725;04724;04726;04935;04611;04114;04270;04728;04210;04140;04371;04915;04723;04921;04934;04218;04022;05010;04621;05167;04020;05016;05205;05170;05163;05131
EVI5	O60447	602942	7813	x
MRPS10	P82664	611976	55173	03010
TRERF1	Q96PN7	610322	55809	x
DUS2	Q9NX74	609707	54920	x
FES	P07332	190030	2242	04360
AARS	P49588	601065	16	00970
ATCAY	Q86WG3	608179	85300	x
FOXI1	Q12951	601093	2299	x
OSR1	Q8TAX0	608891	130497	x
EFEMP1	Q12805	601548	2202	x
GUCA1B	Q9UMX6	602275	2979	04744
KRT1	P04264	139350	3848	x
NDN	Q99608	602117	4692	x
ILK	Q13418	602366	3611	05213;05100;03320;04360;04510;05131
TAS1R3	Q7RTX0	605865	83756	04973;04742
COL5A2	P05997	120190	1290	04974
COA5	Q86WW8	613920	493753	04714
EME1	Q96AY2	610885	146956	03440;03460
SHANK3	Q9BYB0	606230	x	x
ADAMTS17	Q8TE56	607511	170691	x
A4GNT	Q9UNA3	616709	51146	x
SNCB	Q16143	602569	6620	x
GNAS-AS1	x	610540	x	x
HLA-DPA1	P20036	142880	3113	05310;05330;05332;04940;04672;05320;05416;05321;05140;04612;04658;05323;05150;04640;04659;05145;05322;04514;04145;05164;05152;05169;05166;05168
SIL1	Q9H173	608005	64374	04141
SMC6	Q96SB8	609387	79677	x
MMAA	Q8IVH4	607481	166785	x
PTPN6	P29350	176883	5777	04520;05140;04662;05235;04660;04650;04630;05130;05205
SNHG14	x	616259	x	x
TFP1	x	x	x	x
SCN2A	Q99250	182390	6326	04742
CYP7A1	P22680	118455	1581	00120;04979;00140;04976;03320;01100
SPATA16	Q9BXB7	609856	83893	x
PRG4	Q92954	604283	10216	x
PRND	Q9UKY0	604263	23627	x
SAR1B	Q9Y6B6	607690	51128	05134;04141
SLC25A37	Q9NYZ2	610387	51312	x
DHFR	P00374	126060	1719	00670;00790;01523;01100
PBLD	P30039	612189	64081	x
NCOA4	Q13772	601984	8031	05216;04216;05200
OLFM2	O95897	617492	93145	x
CD5	P06127	153340	921	04640
SUCLG2	Q96I99	603922	8801	00020;00640;01200;01100
LRP1	Q07954	107770	4035	04979;05144;05010
CRADD	P78560	603454	8738	x
ARSA	P15289	607574	410	00600;04142
PIP5K1C	O60331	606102	23396	00562;04666;05231;04070;05135;04072;04510;04810;04144;01100
RGMA	Q96B86	607362	56963	04350;04360
HNMT	P50135	605238	3176	00340;01100
PNPT1	Q8TCS8	610316	87178	03018
TRAK2	O60296	607334	66008	04727;01100
MYO9B	Q13459	602129	4650	x
KRT74	Q7RTS7	608248	121391	x
C3	P01024	120700	718	05134;05133;05140;04610;05150;05142;05322;04145;05152;05167;05203;05131;04080;05168
C2	P06681	613927	717	05133;04610;05150;05322
CPO	Q8IVL8	609563	130749	x
CCDC114	Q96M63	615038	93233	x
SLC27A5	Q9Y2P5	603314	10998	00120;04976;03320;04931;01100
ZNF81	P51508	314998	347344	05168
SLC15A2	Q16348	602339	6565	x
IL16	Q14005	603035	3603	04060
BFSP1	Q12934	603307	631	x
PDE6C	P51160	600827	5146	00230;01100
TLN1	Q9Y490	186745	7094	04611;04510;04015;05166;05131
SOS1	Q07889	182530	6654	05213;05223;05221;04664;05211;04917;05214;05220;01521;04662;04012;05210;04540;04912;05215;01522;05231;04660;04722;04935;04926;04068;04650;04910;04915;05224;04072;05226;04150;05160;04630;05161;05225;05034;04062;04510;05205;04810;05163;04714;04014;04010;05206;05165;04151;05200
AQP5	P55064	600442	362	04970
NHLRC1	Q6VVB1	608072	378884	04120
PGAP2	Q9UHJ9	615187	27315	x
RP1L1	Q8IWN7	608581	94137	x
TXNRD2	Q9NNW7	606448	10587	00450;05225;05200
UNC80	Q8N2C7	612636	285175	x
TPMT	P51580	187680	7172	00983
NDUFA9	Q16795	603834	4704	00190;05012;04723;04932;05010;05016;04714;01100
G6PD	P11413	305900	2539	00030;00480;05230;01200;01100
AFF3	P51826	601464	3899	x
FLT1	P17948	165070	2321	05323;04066;05202;04510;04015;04014;04010;04151
MAP4K5	Q9Y4K4	604923	11183	x
TCF3	P15923	147141	6929	04550;05202;05166
BCHE	P06276	177400	590	x
DMTF1	Q9Y222	608491	9988	x
NDUFAF6	Q330K2	612392	137682	04714
CSRP3	P50461	600824	8048	x
CRIM1	Q9NZV1	606189	51232	x
MAN2B1	O00754	609458	4125	00511;04142
SMC3	Q9UQE7	606062	9126	04110;04114
AIP	O00170	605555	9049	04934
LRP8	Q14114	602600	7804	x
ITGA4	P13612	192975	3676	04672;05140;05412;04512;05410;05414;04640;04670;05135;04514;04510;04810;05165;04151
INVS	Q9Y283	243305	27130	04310
THBS2	P35442	188061	7058	05144;04512;04145;04510;05165;04151
MCF2	P10911	311030	4168	x
AR	P10275	313700	367	05215;04114;05200
CEP120	Q8N960	613446	153241	x
RPS14	P62263	130620	6208	03010
KNG1	P01042	612358	3827	05143;04610;04750;05142;04071;04022;04810;04080;05200
PLCZ1	Q86YW0	608075	89869	00562;04070;04919;04114;04020;05131;01100
BTRC	Q9Y297	603482	8945	04710;04340;04114;04120;04390;04218;04310;05170;05131
MYH11	P35749	160745	4629	04270;04530;05130;05132
RAMP3	O60896	605155	10268	04270
RAPGEF1	Q13905	600303	2889	05211;04722;04910;04510;04015
CCDC14	Q49A88	617147	64770	x
ENO3	P13929	131370	2027	00010;01230;03018;04066;01200;01100
DSC2	Q02487	125645	1824	05412
MUC4	Q99102	158372	4585	x
SLC22A5	O76082	603377	6584	05231
SUGCT	Q9HAC7	609187	79783	x
PRRC2A	P48634	142580	7916	x
WDR11	Q9BZH6	606417	55717	x
SYN3	O14994	602705	8224	x
MPP4	Q96JB8	606575	58538	04530
NARS	x	108410	x	x
AASS	Q9UDR5	605113	10157	00310;01100
PTEN	P60484	601728	5728	05213;05230;04115;05218;00562;05214;01521;05235;05222;05215;04070;04931;04071;04068;04140;05224;04150;04218;05225;04510;05166;05206;05165;04151;05200;01100
PCDH11X	Q9BZA7	300246	27328	x
SERPINB5	P36952	154790	5268	04115;05206
NFKBIL1	Q9UBC1	601022	4795	x
FECH	P22830	612386	2235	00860;01100
HTR2A	P28223	182135	3356	04540;04750;04726;04020;04080
ANO10	Q9NW15	613726	55129	x
SEC63	Q9UGP8	608648	11231	03060;04141
VKORC1	Q9BQB6	608547	79001	00130;01100
EP300	Q09472	602700	2033	04330;04720;05211;04520;04350;05215;04916;04922;04066;04919;04935;04110;04068;04310;04630;05161;05164;05152;05167;05016;05203;04024;05166;05206;05165;05200
ASH1L	Q9NR48	607999	55870	00310;01100
KCTD7	Q96MP8	611725	154881	x
BSCL2	Q96G97	606158	26580	x
SLCO1A2	P46721	602883	6579	04976
LMTK3	Q96Q04	x	x	x
FUT1	P19526	211100	2523	00603;00601;01100
CALR3	Q96L12	611414	125972	x
ERMAP	Q96PL5	609017	114625	x
SF3B4	Q15427	605593	10262	03040
ARHGEF6	Q15052	300267	9459	05212;04810
NIPSNAP1	Q9BPW8	603249	8508	x
CNOT4	O95628	604911	4850	03018
CPNE1	Q99829	604205	8904	x
LMX1B	O60663	602575	4010	x
PSMA7	O14818	606607	5688	03050
GLUD1	P00367	138130	2746	00471;00910;00220;04964;00250;01200;04217;01100
HLA-DOA	P06340	142930	3111	05310;05330;05332;04940;04672;05320;05416;05321;05140;04612;04658;05323;05150;04640;04659;05145;05322;04514;04145;05164;05152;05169;05166;05168
SCN5A	Q14524	600163	6331	04261
FH	P07954	136850	2271	00020;00620;05211;01200;04934;05200;01100
SHMT1	P34896	182144	6470	00670;00630;01523;00260;01230;01200;01100
HACD1	B0YJ81	610467	9200	00062;01040;01212;01100
NOS2	P35228	163730	4843	00220;00330;05133;05140;04146;05222;05142;05146;04066;05145;04926;04371;05152;04020;05200;01100
DCHS1	Q96JQ0	603057	8642	04392
MRE11	P49959	600814	4361	03450;03440;04218
NNT	Q13423	607878	23530	00760;01100
HCFC1	P51610	300019	3054	05168
LRIT3	Q3SXY7	615004	345193	x
NHEJ1	Q9H9Q4	611290	79840	03450
CLCN2	P51788	600570	1181	04978
HUWE1	Q7Z6Z7	300697	10075	04120
APC	P25054	611731	324	05213;05217;05210;04550;05224;05226;04390;04934;04310;05225;04810;05206;05165;05200
ACCS	Q96QU6	608405	84680	x
SLC2A2	P11168	138160	6514	04950;04930;04973;05230;04917;04911;04922;04931
COL1A2	P08123	120160	1278	04512;04974;04933;05146;04611;04926;04510;05205;05165;04151
QDPR	P09417	612676	5860	00790;01100
IKBKB	O14920	603258	3551	01523;04930;04623;05221;04920;04622;05120;05212;05220;04662;05235;04658;05222;04657;05215;04064;05142;04620;04625;04660;04659;04931;04668;05145;04722;05135;04380;04068;04210;04910;05162;05418;04932;04150;05160;05161;05164;04621;05167;04062;05169;05130;05170;05132;05166;05163;04014;05131;04010;05206;05165;04151;05168;05200
LZTS1	Q9Y250	606551	11178	x
HLA-B	P01889	142830	3106	05330;05332;04940;05320;05416;04612;04650;04514;04145;04218;05167;05169;05203;05170;05166;05163;04144;05165;05168
UBA3	Q8TBC4	603172	9039	04120
C4B	x	120820	x	x
NFKB2	Q00653	164012	4791	05134;04064;04625;04380;05224;05169;05203;05166;04010;05200
AQP2	P41181	107777	359	04962
CXCL16	Q9H2A7	605398	58191	04062;04060
LAMB2	P55268	150325	3913	04512;05222;05146;05145;04510;05165;04151;05200
GAREM1	Q9H706	617998	64762	x
LAMA2	P24043	156225	3908	05416;05412;04512;05410;05222;05414;05146;05145;04510;05165;04151;05200
ITGA2	P17301	192974	3673	05412;04512;05410;05222;05414;04640;04611;04145;04510;05205;04810;05165;04151;05200
NID1	P14543	131390	4811	x
ALG8	Q9BVK2	608103	79053	00510;01100
ATP1B1	P05026	182330	481	04964;04960;04973;04961;04978;04976;04918;04971;04260;04911;04970;04974;04925;04972;04919;04261;04022;04024
SLC30A8	Q8IWU4	611145	169026	x
ACACB	O00763	601557	32	00061;00640;00620;04920;04922;04931;04152;04910;01100
CAMTA1	Q9Y6Y1	611501	23261	x
GPAM	Q9HCL2	602395	57678	00561;00564;01100
TRPM2	O94759	603749	7226	04921;04621
C12orf60	Q5U649	x	144608	x
AP4M1	O00189	602296	9179	04142
ECM1	Q16610	602201	1893	x
DCDC2	Q9UHG0	605755	51473	x
TMC8	Q8IU68	605829	147138	x
SLC5A1	P13866	182380	6523	04973;04978;04976
ABCB5	Q2M3G0	611785	340273	02010
NRXN3	Q9HDB5	600567	9369	04514
BBOF1	Q8ND07	x	80127	x
AKR1D1	P51857	604741	6718	00120;00140;01100
HBQ1	P09105	142240	3049	x
GFAP	P14136	137780	2670	04630
B3GLCT	Q6Y288	610308	145173	00514
STRIP1	Q5VSL9	617918	85369	x
SCG3	Q8WXD2	611796	29106	x
CDC42BPB	Q9Y5S2	614062	9578	x
MEIS2	O14770	601740	4212	x
NCOA3	Q9Y6Q9	601937	8202	01522;04919;04915;05224;05200
BTN1A1	Q13410	601610	696	x
LMNA	P02545	150330	4000	05412;05410;05414;04210
HIST1H4B	x	602829	x	x
RFX8	Q6ZV50	x	731220	x
RHBDD2	Q6NTF9	615203	57414	x
HSD17B3	P37058	605573	3293	00140;01100
MRPL38	Q96DV4	611844	64978	x
MBTPS2	O43462	300294	51360	04141
NKAIN2	Q5VXU1	609758	154215	x
GAL3ST3	Q96A11	608234	89792	x
ADH4	P08319	103740	127	00350;00071;00830;00010;00982;00980;05204;01100
NOS1AP	O75052	605551	9722	04713
SLC25A21	Q9BQT8	607571	89874	x
RAF1	P04049	164760	5894	05219;05213;04370;04730;04929;05223;04720;05221;04664;05211;05230;04917;05218;05214;05212;05220;01521;04662;04012;05210;04540;05235;04666;04912;05215;01522;05231;04914;04916;04625;04660;04928;04726;04071;04722;04919;04935;04926;04068;04650;04270;04210;04140;04371;04910;04915;04550;05224;04072;05226;04150;04921;05160;04218;04630;05161;04022;05225;05164;05152;04360;05034;05167;04062;04510;05205;04015;05170;04810;05132;04024;05163;04014;04010;05206;05165;04151;05200
ZNF335	Q9H4Z2	610827	63925	x
MYO3A	Q8NEV4	606808	53904	x
GATA1	P15976	305371	2623	x
HSPA5	P11021	138120	3309	03060;05020;04918;04612;04141
NDUFA6	P56556	602138	4700	00190;05012;04723;04932;05010;05016;04714;01100
AKR1C4	P17516	600451	1109	00120;00140;01100
BPIFA1	Q9NP55	607412	51297	x
NPL	Q9BXD5	611412	80896	00520;01100
HLA-DPB1	P04440	142858	3115	05310;05330;05332;04940;04672;05320;05416;05321;05140;04612;04658;05323;05150;04640;04659;05145;05322;04514;04145;05164;05152;05169;05166;05168
TBX19	O60806	604614	9095	x
LIPA	P38571	613497	3988	00100;04979;04142
ABCB1	P08183	171050	5243	02010;04976;05226;05206
SHANK2	Q9UPX8	603290	22941	04724
NDUFA7	O95182	602139	4701	00190;05012;04723;04932;05010;05016;04714;01100
EPAS1	Q99814	603349	2034	05211;05200
PRPH2	P23942	179605	5961	x
NPHS1	O60500	602716	4868	x
ARHGAP24	Q8N264	610586	83478	x
SCN11A	Q9UI33	604385	11280	x
DYNC2H1	Q8NCM8	603297	79659	04962;04145;05132
GLDC	P23378	238300	2731	00630;00260;01200;01100
ERCC8	Q13216	609412	1161	03420;04120
ROBO1	Q9Y6N7	602430	6091	04360
SLC14A2	Q15849	601611	8170	x
HPS1	Q92902	604982	3257	x
TEX9	Q8N6V9	x	374618	x
KIF1B	O60333	605995	23095	x
GRB10	Q13322	601523	2887	04150
NCAN	O14594	600826	1463	x
NEU2	Q9Y3R4	605528	4759	00511;00600;01100
STAB2	Q8WWQ8	608561	55576	x
TNXB	P22105	600985	7148	04512;04510;05206;05165;04151
GTF2IRD1	Q9UHL9	604318	9569	03022;04022
MYHAS	x	x	x	x
TSPAN17	Q96FV3	x	26262	x
RNF114	Q9Y508	612451	55905	x
C8orf37	Q96NL8	614477	157657	x
MPDZ	O75970	603785	8777	04530
PIGN	O95427	606097	23556	00563;01100
CIC	Q96RK0	612082	23152	05017
SETD2	Q9BYW2	612778	29072	00310;01100
GOLGA5	Q8TBA6	606918	9950	x
CIDEC	Q96AQ7	612120	63924	x
NELL1	Q92832	602319	4745	x
TMPO	P42166	188380	x	x
ZPBP2	Q6X784	608499	124626	x
RARA	P10276	180240	5914	05221;04659;04915;05202;05200
HERC2	O95714	605837	8924	04120
NDUFS2	O75306	602985	4720	00190;05012;04723;04932;05010;05016;04714;01100
MYPN	Q86TC9	608517	84665	x
NRP2	O60462	602070	8828	x
KMT5A	Q9NQR1	607240	387893	00310;01100
MGAM	O43451	154360	8972	00052;00500;04973;01100
MYO1G	B0I1T2	600642	64005	05130
SLC7A2	P52569	601872	6542	x
F9	P00740	300746	2158	04610
GSTZ1	O43708	603758	2954	00350;01100
MUC6	Q6W4X9	158374	4588	x
CARD14	Q9BXL6	607211	79092	04064
MLLT1	Q03111	159556	4298	05202
SEC23B	Q15437	610512	10483	04141
RPGR	Q92834	312610	6103	x
SCGB3A2	Q96PL1	606531	117156	x
ALDH18A1	P54886	138250	5832	00330;01230;01100
WDR19	Q8NEZ3	608151	57728	x
TPP2	P29144	190470	7174	x
CYP39A1	Q9NYL5	605994	51302	00120
BRWD1	Q9NSI6	617824	54014	x
UROD	P06132	613521	7389	00860;01100
NDUFS8	O00217	602141	4728	00190;05012;04723;04932;05010;05016;04714;01100
FBXO10	Q9UK96	609092	26267	x
PIGO	Q8TEQ8	614730	84720	00563;01100
ANK1	P16157	612641	286	05205
EWSR1	Q01844	133450	2130	05202
FUT8	Q9BYC5	602589	2530	00533;00513;00510;05202;01100
EPB41	P11171	130500	2035	x
NOS1	P29475	163731	4842	00220;00330;05014;04730;04970;04713;04926;04371;04145;05010;04020;01100
MET	P08581	164860	4233	05144;05211;05230;05120;04520;05218;05100;01521;05226;05225;04360;05202;04510;05205;04015;04014;04010;05206;04151;05200
HNF1A	P20823	142410	6927	04950
SLC45A2	Q9UMX9	606202	51151	x
UMOD	P07911	191845	7369	x
ABI3BP	Q7Z7G0	606279	25890	x
GALP	Q9UBC7	611178	85569	x
FANCF	Q9NPI8	613897	2188	03460
PMP22	Q01453	601097	5376	x
CEMIP2	Q9UHN6	605835	23670	x
CERS1	P27544	606919	10715	00600;04071;01100
TAS2R16	Q9NYV7	604867	50833	04742
KRT38	O76015	604542	8687	05150;04915
PIPOX	Q9P0Z9	616713	51268	00260;00310;04146;01100
FCGRT	P55899	601437	2217	x
CA6	P23280	114780	765	00910;01100
TAZ	Q16635	300394	6901	00564
FGB	P02675	134830	2244	04610;04611
STAG1	Q8WVM7	604358	10274	04110
CPLANE1	Q9H799	614571	65250	x
FANCD2P2	x	x	x	x
GRID1	Q9ULK0	610659	2894	04080
SLC7A9	P82251	604144	11136	04974
NUP214	P35658	114350	8021	03013
TRPM7	Q96QT4	605692	54822	04978;04218;04217;04621
RBFOX1	Q9NWB1	605104	54715	x
LAMB1	P07942	150240	3912	04512;05222;05146;05145;04510;05165;04151;05200
AMPD3	Q01432	102772	272	00230;01100
SARS	P49591	607529	6301	00970
TFPI	P10646	152310	7035	04610
NTNG1	Q9Y2I2	608818	22854	04514;04360
ABCC5	O15440	605251	10057	01523;02010
INMT	O95050	604854	11185	00450;00380;01100
ZNF423	Q2M1K9	604557	23090	x
KCNS1	Q96KK3	602905	3787	x
TRAF6	Q9Y4K3	602355	7189	04622;05133;05140;05235;05222;04657;04064;05142;04620;05145;04722;05135;04380;04120;04140;05162;05160;05161;05152;04621;05169;05130;05170;05132;05131;04144;04010;05168;05200
FANCE	Q9HB96	613976	2178	03460
CEMIP	Q8WUJ3	608366	57214	x
CLTCL1	P53675	601273	8218	04961;05100;04721;04142;05016;04144
SGCB	Q16585	600900	6443	05416;05412;05410;05414
GRM5	P41594	604102	2915	04720;04540;04724;04072;04723;04020;05016;04080
CAPN10	Q9HC96	605286	11132	x
VIPAS39	Q9H9C1	613401	63894	x
SERPINC1	P01008	107300	462	04610
RPGRIP1L	Q68CZ1	610937	23322	x
COG6	Q9Y2V7	606977	57511	x
TMPRSS15	P98073	606635	5651	x
ALG2	Q9H553	607905	85365	00513;00510;01100
LARGE1	O95461	603590	9215	00515;01100
PIBF1	Q8WXW3	607532	10464	x
C1GALT1	Q9NS00	610555	56913	00512;00514;01100
NECTIN1	Q15223	600644	5818	04520;04514;05168
MTF1	Q14872	600172	4520	x
IL17REL	Q6ZVW7	613414	400935	x
IRAK4	Q9NWZ3	606883	51135	05133;05140;04064;05142;04620;05145;04722;05135;05162;05161;05164;05152;04621;05169;05130;05170;05132;04010;05168
TMEM14B	Q9NUH8	x	81853	x
TAB2	Q9NYJ8	605101	23118	05140;04657;04064;04620;04668;05145;05135;04380;05162;05161;04621;05169;05130;05170;05132;05131;04010;05168
TNR	Q92752	601995	7143	04512;04510;05206;05165;04151
SPRY2	O43597	602466	10253	05206
EGR3	Q06889	602419	1960	04625;05161;05203
SLC25A23	Q9BV35	608746	79085	x
MYOT	Q9UBF9	604103	9499	x
SLC26A1	Q9H2B4	610130	10861	x
WWOX	Q9NZC7	605131	51741	x
C1QC	P02747	120575	714	05020;05133;04610;05150;05142;05322
TRPC7	Q9HCX4	x	57113	x
EHMT2	Q96KQ7	604599	10919	00310;04211;01100
RMRP	x	157660	x	x
LAMC2	Q13753	150292	3918	04512;05222;05146;05145;04510;05165;04151;05200
NPSR1	Q6W5P4	608595	387129	x
CCDC65	Q8IXS2	611088	85478	x
CFLAR	O15519	603599	8837	04064;05142;04668;04210;04140;05160;04217
CTNNB1	P35222	116806	1499	05216;05213;05217;04520;05100;05412;05210;05215;04916;04670;04919;05418;04550;05224;05226;04390;04934;05160;04310;05225;05167;04510;05205;04015;05132;05163;05165;05200
PTPN13	Q12923	600267	5783	04210
ATN1	P54259	607462	1822	x
ALG13	Q9NP73	300776	79868	00513;00510;01100
CARD9	Q9H257	607212	64170	04625;05152;04621;05168
DLG1	Q12959	601014	1739	04660;04390;04530;05203;05166;05165
PHKG1	Q16816	172470	5260	04922;04910;04020
HOXC6	P09630	142972	3223	x
EIF4E	P06730	133440	1977	01521;04211;04066;04910;04150;03013;04151
MAPK10	P53779	602897	5602	04215;04930;04137;04664;04920;04622;04917;05120;05133;05212;04012;05210;04658;04912;04657;01522;05017;05231;04914;04750;04933;05142;04620;04625;04660;04659;04931;04668;05145;04071;04722;04935;05135;04380;04926;04068;04728;04210;04140;04910;05162;05418;04723;04932;04310;04217;05161;04141;04530;05152;04621;05167;04510;05169;05130;05170;05132;04024;05166;04014;05131;04010;05200
ARHGEF7	Q14155	605477	8874	05135;04810
SLC46A1	Q96NT5	611672	113235	04977;01523;04978
NLRP14	Q86W24	609665	338323	x
SDCCAG8	Q86SQ7	613524	10806	x
CISH	Q9NSE2	602441	1154	04917;04630
DGKD	Q16760	601826	8527	00561;00564;05231;04070;04072;01100
RTTN	Q86VV8	610436	25914	x
LDHA	P00338	150000	3939	00640;00620;00270;00010;05230;04922;04066;01100
MED12	Q93074	300188	9968	04919
UNC5CL	Q8IV45	617464	222643	x
CHMP1A	Q9HD42	164010	5119	04217;04144
IL1A	P01583	147760	3552	05020;05332;04940;05321;05133;05140;05323;04640;04933;04380;05162;05418;04932;04218;04217;05164;05152;04060;04010
FICD	Q9BVA6	x	11153	x
ACADVL	P49748	609575	37	00071;01212;01100
ASTN2	O75129	612856	23245	x
CHL1	O00533	607416	10752	x
SLC47A2	Q86VL8	609833	146802	x
DDR2	Q16832	191311	4921	x
THPO	P40225	600044	7066	04640;04630;04060
SLX4	Q8IY92	613278	84464	03460
NR4A2	P43354	601828	4929	04925;04928
GALNS	P34059	612222	2588	00531;04142;01100
GATA3	P23771	131320	2625	05321;04658;04928;04659
